LineId,Date,Time,Level,Content,EventId,EventTemplate,ParameterList
880,Oct,10,16,46:13 test-pc kernel: [ 6816.378356][T74913] ky_dlp module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['46:13', '6816.378356][T74913] ky_dlp', 'initializing.']"
881,Oct,10,16,46:13 test-pc kernel: [ 6816.378360][T74913] Security Module ky_dlp loaded with 4 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['46:13', '6816.378360][T74913]', 'ky_dlp', '4']"
882,Oct,10,16,46:13 test-pc kernel: [ 6816.378360][T74913] ky_dlp kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['46:13', '6816.378360][T74913] ky_dlp']"
883,Oct,10,16,46:13 test-pc kernel: [ 6816.378366][T74913] ky_dlp kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['46:13', '6816.378366][T74913] ky_dlp']"
884,Oct,10,16,46:18 test-pc kernel: [ 6821.142279][T74931] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:18', '6821.142279][T74931]', '/usr/bin/cp']"
885,Oct,10,16,46:20 test-pc kernel: [ 6822.809271][T74938] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:20', '6822.809271][T74938]', '/usr/bin/cp']"
886,Oct,10,16,46:32 test-pc kernel: [ 6835.331664][T74980] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:32', '6835.331664][T74980]', '/usr/bin/cp']"
887,Oct,10,16,46:33 test-pc kernel: [ 6836.384615][T74989] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:33', '6836.384615][T74989]', '/usr/bin/cp']"
888,Oct,10,16,46:34 test-pc kernel: [ 6837.489179][T74993] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:34', '6837.489179][T74993]', '/usr/bin/cp']"
889,Oct,10,16,46:37 test-pc kernel: [ 6839.976649][T75003] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:37', '6839.976649][T75003]', '/usr/bin/cp']"
890,Oct,10,16,46:38 test-pc kernel: [ 6841.140123][T75009] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:38', '6841.140123][T75009]', '/usr/bin/cp']"
891,Oct,10,16,46:39 test-pc kernel: [ 6842.183623][T75013] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:39', '6842.183623][T75013]', '/usr/bin/cp']"
892,Oct,10,16,46:40 test-pc kernel: [ 6843.143855][T75017] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:40', '6843.143855][T75017]', '/usr/bin/cp']"
893,Oct,10,16,46:41 test-pc kernel: [ 6844.040980][T75021] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:41', '6844.040980][T75021]', '/usr/bin/cp']"
894,Oct,10,16,46:43 test-pc kernel: [ 6845.907674][T75028] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:43', '6845.907674][T75028]', '/usr/bin/cp']"
895,Oct,10,16,46:44 test-pc kernel: [ 6847.199751][T75032] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:44', '6847.199751][T75032]', '/usr/bin/cp']"
896,Oct,10,16,46:46 test-pc kernel: [ 6848.923802][T75044] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['46:46', '6848.923802][T75044]', '/usr/bin/cp']"
897,Oct,10,16,49:12 test-pc kernel: [ 6995.509387][T75989] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['49:12', '6995.509387][T75989]', 'ky_dlp_ko: /usr/bin/vim.basic']"
898,Oct,10,16,49:12 test-pc kernel: [ 6995.509444][T75989] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['49:12', '6995.509444][T75989]', 'ky_dlp_ko: /usr/bin/vim.basic']"
899,Oct,10,16,49:17 test-pc kernel: [ 6999.708827][T75989] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['49:17', '6999.708827][T75989]', 'ky_dlp_ko: /usr/bin/vim.basic']"
900,Oct,10,16,49:17 test-pc kernel: [ 6999.708916][T75989] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['49:17', '6999.708916][T75989]', 'ky_dlp_ko: /usr/bin/vim.basic']"
901,Oct,10,16,49:17 test-pc kernel: [ 6999.721975][T75989] ky_dlp_ko: /usr/bin/vim.basic is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['49:17', '6999.721975][T75989]', '/usr/bin/vim.basic']"
902,Oct,10,16,49:34 test-pc kernel: [ 7017.523185][T75989] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['49:34', '7017.523185][T75989]', 'ky_dlp_ko: /usr/bin/vim.basic']"
903,Oct,10,16,49:34 test-pc kernel: [ 7017.523382][T75989] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['49:34', '7017.523382][T75989]', 'ky_dlp_ko: /usr/bin/vim.basic']"
904,Oct,10,16,49:34 test-pc kernel: [ 7017.523631][T75989] ky_dlp_ko: /usr/bin/vim.basic is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['49:34', '7017.523631][T75989]', '/usr/bin/vim.basic']"
905,Oct,10,16,50:04 test-pc kernel: [ 7046.901667][T76172] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['50:04', '7046.901667][T76172]', 'ky_dlp_ko: /usr/bin/vim.basic']"
906,Oct,10,16,50:04 test-pc kernel: [ 7046.901726][T76172] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['50:04', '7046.901726][T76172]', 'ky_dlp_ko: /usr/bin/vim.basic']"
907,Oct,10,16,50:14 test-pc kernel: [ 7057.140670][T76211] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['50:14', '7057.140670][T76211]', 'ky_dlp_ko: /usr/bin/vim.basic']"
908,Oct,10,16,50:14 test-pc kernel: [ 7057.140726][T76211] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['50:14', '7057.140726][T76211]', 'ky_dlp_ko: /usr/bin/vim.basic']"
909,Oct,10,16,50:20 test-pc kernel: [ 7062.944914][T76211] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['50:20', '7062.944914][T76211]', 'ky_dlp_ko: /usr/bin/vim.basic']"
910,Oct,10,16,50:20 test-pc kernel: [ 7062.945004][T76211] ky_dlp_ko: /usr/bin/vim.basic is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['50:20', '7062.945004][T76211]', 'ky_dlp_ko: /usr/bin/vim.basic']"
911,Oct,10,16,50:20 test-pc kernel: [ 7062.956064][T76211] ky_dlp_ko: /usr/bin/vim.basic is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['50:20', '7062.956064][T76211]', '/usr/bin/vim.basic']"
912,Oct,10,16,51:02 test-pc kernel: [ 7105.460233][T76399] ky_dlp_ko: /usr/bin/touch is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['51:02', '7105.460233][T76399]', '/usr/bin/touch']"
913,Oct,10,16,51:06 test-pc kernel: [ 7109.510910][T76412] ky_dlp_ko: /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['51:06', '7109.510910][T76412]', 'ky_dlp_ko: /usr/bin/touch']"
914,Oct,10,16,51:10 test-pc kernel: [ 7113.329043][T76430] ky_dlp_ko: /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['51:10', '7113.329043][T76430]', 'ky_dlp_ko: /usr/bin/touch']"
915,Oct,10,16,51:14 test-pc kernel: [ 7116.911489][T76440] ky_dlp_ko: /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['51:14', '7116.911489][T76440]', 'ky_dlp_ko: /usr/bin/touch']"
916,Oct,10,17,01:27 test-pc kernel: [ 7729.703262][T80506] Security Module ky_dlp removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['01:27', '7729.703262][T80506]', 'ky_dlp']"
917,Oct,10,17,01:27 test-pc kernel: [ 7729.703266][T80506] ky_dlp module exit,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['01:27', '7729.703266][T80506] ky_dlp', 'exit']"
918,Oct,10,17,01:27 test-pc kernel: [ 7729.749119][T80510] ky_dlp module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['01:27', '7729.749119][T80510] ky_dlp', 'initializing.']"
919,Oct,10,17,01:27 test-pc kernel: [ 7729.749123][T80510] Security Module ky_dlp loaded with 4 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['01:27', '7729.749123][T80510]', 'ky_dlp', '4']"
920,Oct,10,17,01:27 test-pc kernel: [ 7729.749124][T80510] ky_dlp kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['01:27', '7729.749124][T80510] ky_dlp']"
921,Oct,10,17,01:27 test-pc kernel: [ 7729.749129][T80510] ky_dlp kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['01:27', '7729.749129][T80510] ky_dlp']"
922,Oct,10,17,02:03 test-pc kernel: [ 7766.412968][T80701] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['02:03', '7766.412968][T80701]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
923,Oct,10,17,02:07 test-pc kernel: [ 7770.440746][T80714] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['02:07', '7770.440746][T80714]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
924,Oct,10,17,02:12 test-pc kernel: [ 7774.691094][T80734] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['02:12', '7774.691094][T80734]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
925,Oct,10,17,02:15 test-pc kernel: [ 7777.715800][T80744] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['02:15', '7777.715800][T80744]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
926,Oct,10,17,02:22 test-pc kernel: [ 7784.795783][T80845] ky_dlp_ko: /usr/bin/touch is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['02:22', '7784.795783][T80845]', '/usr/bin/touch']"
927,Oct,10,17,02:24 test-pc kernel: [ 7787.361689][T80855] ky_dlp_ko: /usr/bin/touch is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['02:24', '7787.361689][T80855]', '/usr/bin/touch']"
928,Oct,10,17,02:26 test-pc kernel: [ 7789.200995][T80862] ky_dlp_ko: /usr/bin/touch is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['02:26', '7789.200995][T80862]', '/usr/bin/touch']"
929,Oct,10,17,02:28 test-pc kernel: [ 7790.815828][T80866] ky_dlp_ko: /usr/bin/touch is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['02:28', '7790.815828][T80866]', '/usr/bin/touch']"
930,Oct,10,17,02:30 test-pc kernel: [ 7792.575655][T80873] ky_dlp_ko: /usr/bin/touch is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['02:30', '7792.575655][T80873]', '/usr/bin/touch']"
931,Oct,10,17,02:33 test-pc kernel: [ 7796.033601][T80893] ky_dlp_ko: /usr/bin/touch is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['02:33', '7796.033601][T80893]', '/usr/bin/touch']"
932,Oct,10,17,02:36 test-pc kernel: [ 7798.854034][T80908] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['02:36', '7798.854034][T80908]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
933,Oct,10,17,04:09 test-pc kernel: [ 7892.447778][T82083] Security Module ky_dlp removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['04:09', '7892.447778][T82083]', 'ky_dlp']"
934,Oct,10,17,04:09 test-pc kernel: [ 7892.447782][T82083] ky_dlp module exit,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['04:09', '7892.447782][T82083] ky_dlp', 'exit']"
935,Oct,10,17,04:26 test-pc kernel: [ 7909.098840][T82775] ky_dlp module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['04:26', '7909.098840][T82775] ky_dlp', 'initializing.']"
936,Oct,10,17,04:26 test-pc kernel: [ 7909.098844][T82775] Security Module ky_dlp loaded with 4 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['04:26', '7909.098844][T82775]', 'ky_dlp', '4']"
937,Oct,10,17,04:26 test-pc kernel: [ 7909.098844][T82775] ky_dlp kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['04:26', '7909.098844][T82775] ky_dlp']"
938,Oct,10,17,04:26 test-pc kernel: [ 7909.098849][T82775] ky_dlp kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['04:26', '7909.098849][T82775] ky_dlp']"
939,Oct,10,17,04:31 test-pc kernel: [ 7914.288229][T82798] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['04:31', '7914.288229][T82798]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
940,Oct,10,17,04:34 test-pc kernel: [ 7917.153244][T82813] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['04:34', '7917.153244][T82813]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
941,Oct,10,17,04:35 test-pc kernel: [ 7918.502753][T82820] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['04:35', '7918.502753][T82820]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
942,Oct,10,17,05:51 test-pc kernel: [ 7993.627976][T83949] Security Module ky_dlp removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['05:51', '7993.627976][T83949]', 'ky_dlp']"
943,Oct,10,17,05:51 test-pc kernel: [ 7993.627981][T83949] ky_dlp module exit,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['05:51', '7993.627981][T83949] ky_dlp', 'exit']"
944,Oct,10,17,05:51 test-pc kernel: [ 7993.676957][T83953] ky_dlp module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['05:51', '7993.676957][T83953] ky_dlp', 'initializing.']"
945,Oct,10,17,05:51 test-pc kernel: [ 7993.676961][T83953] Security Module ky_dlp loaded with 4 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['05:51', '7993.676961][T83953]', 'ky_dlp', '4']"
946,Oct,10,17,05:51 test-pc kernel: [ 7993.676961][T83953] ky_dlp kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['05:51', '7993.676961][T83953] ky_dlp']"
947,Oct,10,17,05:51 test-pc kernel: [ 7993.676967][T83953] ky_dlp kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['05:51', '7993.676967][T83953] ky_dlp']"
948,Oct,10,17,05:54 test-pc kernel: [ 7997.044938][T83965] ky_dlp: ======= /,5dc4d9a9,<*> test-pc kernel: [ <*> ky_dlp: ======= /,"['05:54', '7997.044938][T83965]']"
949,Oct,10,17,05:54 test-pc kernel: [ 7997.044939][T83965] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['05:54', '7997.044939][T83965]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
950,Oct,10,17,05:57 test-pc kernel: [ 8000.454559][T83984] ky_dlp: ======= /,5dc4d9a9,<*> test-pc kernel: [ <*> ky_dlp: ======= /,"['05:57', '8000.454559][T83984]']"
951,Oct,10,17,05:57 test-pc kernel: [ 8000.454560][T83984] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['05:57', '8000.454560][T83984]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
952,Oct,10,17,05:59 test-pc kernel: [ 8002.009163][T83991] ky_dlp: ======= /,5dc4d9a9,<*> test-pc kernel: [ <*> ky_dlp: ======= /,"['05:59', '8002.009163][T83991]']"
953,Oct,10,17,05:59 test-pc kernel: [ 8002.009164][T83991] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['05:59', '8002.009164][T83991]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
954,Oct,10,17,09:56 test-pc kernel: [ 8239.545740][T85461] Security Module ky_dlp removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['09:56', '8239.545740][T85461]', 'ky_dlp']"
955,Oct,10,17,09:56 test-pc kernel: [ 8239.545745][T85461] ky_dlp module exit,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['09:56', '8239.545745][T85461] ky_dlp', 'exit']"
956,Oct,10,17,09:57 test-pc kernel: [ 8239.601735][T85465] ky_dlp module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['09:57', '8239.601735][T85465] ky_dlp', 'initializing.']"
957,Oct,10,17,09:57 test-pc kernel: [ 8239.601738][T85465] Security Module ky_dlp loaded with 4 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['09:57', '8239.601738][T85465]', 'ky_dlp', '4']"
958,Oct,10,17,09:57 test-pc kernel: [ 8239.601739][T85465] ky_dlp kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['09:57', '8239.601739][T85465] ky_dlp']"
959,Oct,10,17,09:57 test-pc kernel: [ 8239.601745][T85465] ky_dlp kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['09:57', '8239.601745][T85465] ky_dlp']"
960,Oct,10,17,09:57 test-pc kernel: [ 8240.244512][T85480] ky_dlp: ======= /,5dc4d9a9,<*> test-pc kernel: [ <*> ky_dlp: ======= /,"['09:57', '8240.244512][T85480]']"
961,Oct,10,17,09:57 test-pc kernel: [ 8240.244515][T85480] ky_dlp: ======= /,5dc4d9a9,<*> test-pc kernel: [ <*> ky_dlp: ======= /,"['09:57', '8240.244515][T85480]']"
962,Oct,10,17,09:57 test-pc kernel: [ 8240.244516][T85480] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['09:57', '8240.244516][T85480]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
963,Oct,10,17,09:59 test-pc kernel: [ 8241.782395][T85484] ky_dlp: ======= /,5dc4d9a9,<*> test-pc kernel: [ <*> ky_dlp: ======= /,"['09:59', '8241.782395][T85484]']"
964,Oct,10,17,09:59 test-pc kernel: [ 8241.782398][T85484] ky_dlp: ======= /,5dc4d9a9,<*> test-pc kernel: [ <*> ky_dlp: ======= /,"['09:59', '8241.782398][T85484]']"
965,Oct,10,17,09:59 test-pc kernel: [ 8241.782399][T85484] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['09:59', '8241.782399][T85484]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
966,Oct,10,17,10:00 test-pc kernel: [ 8242.598849][T85488] ky_dlp: ======= /,5dc4d9a9,<*> test-pc kernel: [ <*> ky_dlp: ======= /,"['10:00', '8242.598849][T85488]']"
967,Oct,10,17,10:00 test-pc kernel: [ 8242.598852][T85488] ky_dlp: ======= /,5dc4d9a9,<*> test-pc kernel: [ <*> ky_dlp: ======= /,"['10:00', '8242.598852][T85488]']"
968,Oct,10,17,10:00 test-pc kernel: [ 8242.598853][T85488] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device.,19f48a0a,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb device.,"['10:00', '8242.598853][T85488]', 'ky_dlp_ko:inode_create  /usr/bin/touch']"
969,Oct,10,17,29:22 test-pc kernel: [ 9404.763809][T92709] Security Module ky_dlp removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['29:22', '9404.763809][T92709]', 'ky_dlp']"
970,Oct,10,17,29:22 test-pc kernel: [ 9404.763815][T92709] ky_dlp module exit,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['29:22', '9404.763815][T92709] ky_dlp', 'exit']"
971,Oct,10,17,30:15 test-pc kernel: [ 9457.661340][T93758] ky_dlp module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['30:15', '9457.661340][T93758] ky_dlp', 'initializing.']"
972,Oct,10,17,30:15 test-pc kernel: [ 9457.661344][T93758] Security Module ky_dlp loaded with 4 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['30:15', '9457.661344][T93758]', 'ky_dlp', '4']"
973,Oct,10,17,30:15 test-pc kernel: [ 9457.661344][T93758] ky_dlp kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['30:15', '9457.661344][T93758] ky_dlp']"
974,Oct,10,17,30:15 test-pc kernel: [ 9457.661350][T93758] ky_dlp kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['30:15', '9457.661350][T93758] ky_dlp']"
975,Oct,10,17,30:24 test-pc kernel: [ 9467.016611][T93841] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device file=abcaaf12323112321 .,919d8756,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb <*> <*> <*>,"['30:24', '9467.016611][T93841]', 'ky_dlp_ko:inode_create  /usr/bin/touch', 'device', 'file=abcaaf12323112321 .']"
976,Oct,10,17,30:26 test-pc kernel: [ 9469.252985][T93870] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device file=abcaaf12323112321 .,919d8756,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb <*> <*> <*>,"['30:26', '9469.252985][T93870]', 'ky_dlp_ko:inode_create  /usr/bin/touch', 'device', 'file=abcaaf12323112321 .']"
977,Oct,10,17,30:37 test-pc kernel: [ 9480.528987][T93969] ky_dlp_ko:inode_create  /usr/bin/touch is not permitted to write usb device file=abcaaf12323112321 .,919d8756,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb <*> <*> <*>,"['30:37', '9480.528987][T93969]', 'ky_dlp_ko:inode_create  /usr/bin/touch', 'device', 'file=abcaaf12323112321 .']"
978,Oct,10,17,30:53 test-pc kernel: [ 9496.385881][T94135] ky_dlp_ko:inode_create  /usr/bin/cp is not permitted to write usb device file=abc555 .,919d8756,<*> test-pc kernel: [ <*> <*> <*> is not permitted to write usb <*> <*> <*>,"['30:53', '9496.385881][T94135]', 'ky_dlp_ko:inode_create  /usr/bin/cp', 'device', 'file=abc555 .']"
979,Oct,10,17,31:03 test-pc kernel: [ 9505.752956][T94183] ky_dlp_ko: /usr/bin/cp is opening usb file in RDONLY mode,d8f99820,<*> test-pc kernel: [ <*> ky_dlp_ko: <*> is opening usb file in RDONLY mode,"['31:03', '9505.752956][T94183]', '/usr/bin/cp']"
980,Oct,10,17,34:01 test-pc kernel: [ 9684.474020][T95704] Security Module ky_dlp removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['34:01', '9684.474020][T95704]', 'ky_dlp']"
